rt,response,trial_type,trial_index,time_elapsed,internal_node_id,correct,stimulus,question_order,accuracy,participant_id,ctime
6936,"{""<b>Oliver:</b> <em> Emma confirmed that Raul cheated on his wife.</em><br><br><b>Clare:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,9,85640,0.0-8.0,NA,NA,[0],NA,7814a631-502c-4c01-8b78-3e22975d5e7b,2024-08-08 14:40:18 CEST
5887,"{""<b>Alice:</b> <em> Tony is right that Lucy broke the plate.</em><br><br><b>Isabel:</b>"":""<em>No, she didn't break the plate.</em><br><br>Please choose the response by Isabel that sounds best to you.""}",survey-multi-choice,10,91527,0.0-9.0,NA,NA,[0],NA,7814a631-502c-4c01-8b78-3e22975d5e7b,2024-08-08 14:40:18 CEST
6127,"{""<b>Leo:</b> <em> Mia confessed that Greg bought a new car.</em><br><br><b>Dawn:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,11,97655,0.0-10.0,NA,NA,[0],NA,7814a631-502c-4c01-8b78-3e22975d5e7b,2024-08-08 14:40:18 CEST
7493,"{""P0_Q0"":null,""age"":""34"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,105187,0.0-11.0,NA,NA,NA,[],7814a631-502c-4c01-8b78-3e22975d5e7b,2024-08-08 14:40:18 CEST
14234,"{""Q0"":""Susan""}",survey-text,0,14399,0.0-0.0-0.0,TRUE,NA,NA,NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
2709,0,html-button-response,1,17112,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
31671,0,html-button-response,2,48785,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
27964,"{""<b>Alice:</b> <em> Jack, who saw the murder, ran away.</em><br><br><b>Steven:</b>"":""<em>Yes, but he didn't see the murder.</em>""}",survey-multi-choice,3,76756,0.0-2.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
16976,"{""<b>Charlotte:</b> <em> Patricia confirmed that Dustin lost his key.</em><br><br><b>Grace:</b>"":""<em>No, he didn't lose his key.</em>""}",survey-multi-choice,4,93739,0.0-3.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
10435,"{""<b>Charlie:</b> <em> Tony confessed that Lucy broke the plate.</em><br><br><b>Leo:</b>"":""<em>Yes, but she didn't break the plate.</em>""}",survey-multi-choice,5,104182,0.0-4.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
11215,"{""<b>Chloe:</b> <em> Linda knows that Danny ate the last cupcake.</em><br><br><b>Frank:</b>"":""<em>No, he didn't eat the last cupcake.</em>""}",survey-multi-choice,6,115404,0.0-5.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
13826,"{""<b>Nora:</b> <em> Ann criticized Raul, who cheated on his wife.</em><br><br><b>Nina:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,7,129236,0.0-6.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
9794,"{""<b>Dawn:</b> <em> David discovered that Ann stole the money.</em><br><br><b>Noah:</b>"":""<em>No, she didn't steal the money.</em>""}",survey-multi-choice,8,139035,0.0-7.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
14409,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,9,153450,0.0-8.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
9151,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,10,162609,0.0-9.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
18047,"{""<b>Isabel:</b> <em> Mia is right that Greg bought a new car.</em><br><br><b>Bob:</b>"":""<em>No, he didn't buy a new car.</em><br><br>Please choose the response by Bob that sounds best to you.""}",survey-multi-choice,11,180661,0.0-10.0,NA,NA,[0],NA,c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
41468,"{""P0_Q0"":null,""age"":""44"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""Thank you""}",survey,12,222742,0.0-11.0,NA,NA,NA,[],c5845846-7d88-452c-aebb-295cf0692620,2024-08-08 14:40:31 CEST
14720,"{""Q0"":""Margaret""}",survey-text,0,14772,0.0-0.0-0.0,TRUE,NA,NA,NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
3066,0,html-button-response,1,17841,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
26633,0,html-button-response,2,44476,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
15478,"{""<b>Alice:</b> <em> Patricia confessed that Dustin lost his key.</em><br><br><b>Chloe:</b>"":""<em>No, he didn't lose his key.</em><br><br>Please choose the response by Chloe that sounds best to you.""}",survey-multi-choice,3,59956,0.0-2.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
7418,"{""<b>Charlotte:</b> <em> David discovered that Ann stole the money.</em><br><br><b>Isabel:</b>"":""<em>No, she didn't steal the money.</em><br><br>Please choose the response by Isabel that sounds best to you.""}",survey-multi-choice,4,67377,0.0-3.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
8755,"{""<b>William:</b> <em> Mia knows that Greg bought a new car.</em><br><br><b>Dawn:</b>"":""<em>No, he didn't buy a new car.</em><br><br>Please choose the response by Dawn that sounds best to you.""}",survey-multi-choice,5,76136,0.0-4.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
6532,"{""<b>Noah:</b> <em> Sophia confirmed that Jack saw the murder.</em><br><br><b>Charlie:</b>"":""<em>No, he didn't see the murder.</em><br><br>Please choose the response by Charlie that sounds best to you.""}",survey-multi-choice,6,82671,0.0-5.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
7228,"{""<b>Clare:</b> <em> Lucy, who broke the plate, apologized.</em><br><br><b>Frank:</b>"":""<em>No, she didn't break the plate.</em><br><br>Please choose the response by Frank that sounds best to you.""}",survey-multi-choice,7,89902,0.0-6.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
5458,"{""<b>Nina:</b> <em> Emma is right that Raul cheated on his wife.</em><br><br><b>Ken:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,8,95363,0.0-7.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
4946,"{""<b>Leo:</b> <em> Lucy forgave Danny, who ate the last cupcake.</em><br><br><b>Grace:</b>"":""<em>No, he didn't eat the last cupcake.</em>""}",survey-multi-choice,9,100314,0.0-8.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
11835,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,10,112154,0.0-9.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
14022,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,11,126178,0.0-10.0,NA,NA,[0],NA,209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
13125,"{""P0_Q0"":null,""age"":""37"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,139375,0.0-11.0,NA,NA,NA,[],209e0ebb-9bea-412f-b724-781bf075daa0,2024-08-08 14:40:33 CEST
5215,"{""Q0"":""Patricia""}",survey-text,0,5272,0.0-0.0-0.0,TRUE,NA,NA,NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
1650,0,html-button-response,1,6925,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
7096,0,html-button-response,2,14025,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
8468,"{""<b>Frank:</b> <em> Tony discovered that Lucy broke the plate.</em><br><br><b>Chloe:</b>"":""<em>No, she didn't break the plate.</em><br><br>Please choose the response by Chloe that sounds best to you.""}",survey-multi-choice,3,22496,0.0-2.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
14516,"{""<b>Oliver:</b> <em> Lucy forgave Danny, who ate the last cupcake.</em><br><br><b>Charlotte:</b>"":""<em>Yes, but he didn't eat the last cupcake.</em>""}",survey-multi-choice,4,37016,0.0-3.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
4704,"{""<b>Noah:</b> <em> David knows that Ann stole the money.</em><br><br><b>Ken:</b>"":""<em>Yes, but she didn't steal the money.</em><br><br>Please choose the response by Ken that sounds best to you.""}",survey-multi-choice,5,41725,0.0-4.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
3654,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,6,45382,0.0-5.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
6222,"{""<b>Charlie:</b> <em> Patricia confessed that Dustin lost his key.</em><br><br><b>Clare:</b>"":""<em>No, he didn't lose his key.</em><br><br>Please choose the response by Clare that sounds best to you.""}",survey-multi-choice,7,51607,0.0-6.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
4736,"{""<b>Steven:</b> <em> Emma confirmed that Raul cheated on his wife.</em><br><br><b>Nora:</b>"":""<em>No, he didn't cheat on his wife.</em>""}",survey-multi-choice,8,56345,0.0-7.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
6087,"{""<b>William:</b> <em> Jack, who saw the murder, ran away.</em><br><br><b>Nina:</b>"":""<em>No, he didn't see the murder.</em>""}",survey-multi-choice,9,62434,0.0-8.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
4025,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,10,66463,0.0-9.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
4340,"{""<b>Vincent:</b> <em> Mia is right that Greg bought a new car.</em><br><br><b>Bob:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,11,70808,0.0-10.0,NA,NA,[0],NA,830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
9214,"{""P0_Q0"":null,""age"":""37"",""gender"":""non-binary"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,80114,0.0-11.0,NA,NA,NA,[],830caa15-79f2-4e03-8b6e-0e1881f9c1a0,2024-08-08 14:40:35 CEST
15551,"{""Q0"":""Elizabeth""}",survey-text,0,15562,0.0-0.0-0.0,TRUE,NA,NA,NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
1499,0,html-button-response,1,17061,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
20631,0,html-button-response,2,37693,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
17147,"{""<b>Nora:</b> <em> Danny, who ate the last cupcake, has a sweet tooth.</em><br><br><b>Oliver:</b>"":""<em>Yes, but he didn't eat the last cupcake.</em><br><br>Please choose the response by Oliver that sounds best to you.""}",survey-multi-choice,3,54843,0.0-2.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
6942,"{""<b>Nina:</b> <em> Sophia discovered that Jack saw the murder.</em><br><br><b>Frank:</b>"":""<em>No, he didn't see the murder.</em><br><br>Please choose the response by Frank that sounds best to you.""}",survey-multi-choice,4,61786,0.0-3.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
10662,"{""<b>Isabel:</b> <em> The neighbor envies Greg, who bought a new car.</em><br><br><b>Charlotte:</b>"":""<em>Yes, but he didn't buy a new car.</em><br><br>Please choose the response by Charlotte that sounds best to you.""}",survey-multi-choice,5,72450,0.0-4.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
5345,"{""<b>Leo:</b> <em> David confirmed that Ann stole the money.</em><br><br><b>Alice:</b>"":""<em>No, she didn't steal the money.</em><br><br>Please choose the response by Alice that sounds best to you.""}",survey-multi-choice,6,77797,0.0-5.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
6687,"{""<b>Bob:</b> <em> Tony is right that Lucy broke the plate.</em><br><br><b>Chloe:</b>"":""<em>No, she didn't break the plate.</em>""}",survey-multi-choice,7,84485,0.0-6.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
8257,"{""<b>Grace:</b> <em> Emma confessed that Raul cheated on his wife.</em><br><br><b>William:</b>"":""<em>No, he didn't cheat on his wife.</em><br><br>Please choose the response by William that sounds best to you.""}",survey-multi-choice,8,92744,0.0-7.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
5842,"{""<b>Vincent:</b> <em> Patricia knows that Dustin lost his key.</em><br><br><b>Noah:</b>"":""<em>No, he didn't lose his key.</em>""}",survey-multi-choice,9,98587,0.0-8.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
8465,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,10,107053,0.0-9.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
6823,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,11,113878,0.0-10.0,NA,NA,[0],NA,bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
14927,"{""P0_Q0"":null,""age"":""24"",""gender"":""female"",""language"":""yes"",""amE"":""no"",""comments"":""""}",survey,12,128841,0.0-11.0,NA,NA,NA,[],bb79c8c5-9ad1-4979-acb0-a7495c36ba82,2024-08-08 14:41:24 CEST
6285,"{""Q0"":""Susan""}",survey-text,0,6294,0.0-0.0-0.0,TRUE,NA,NA,NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
1299,0,html-button-response,1,7595,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
7603,0,html-button-response,2,15199,0.0-1.0,NA,"<style>.jsPsych-servey-multi-choice-button {border-radius: 50%;               background-color: white;               border: 0.1px solid #000000;               box-shadow: none;               width: 14px;               height: 14px;               margin-bottom: 5px;               margin-top: 2px;               margin-right: 9px;               color: darked;  }               </style>  <h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read nine statements by a speaker, as in the example below, where Candy makes a statement. You will then read three possible responses, here by Lenny.</p>  <p style='text-align:left'> <b>Candy</b>: <i>Jens thinks that it is going to rain tomorrow. </i> <br> <b>Lenny</b>: <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>1.<i> No, it is not going to rain tomorrow. </i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>2. <i> Yes, and it is not going to rain tomorrow.</i> <br> <button class='jsPsych-servey-multi-choice-button' disabled></button>3.<i> Yes, but it is not going to rain tomorrow.</i></p>  <p style='text-align:left'>We ask you to choose the response that sounds best to you by selecting the button in front of the response.</p>  <p style='text-align:left'>This experiment will take around 2 minutes, and you will be paid 40 cents.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below, you agree to participate in this experiment, which is conducted by researchers at the University of Stuttgart. You may withdraw from this experiment at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the requester through Prolific's platform, or directly at st180735@stud.uni-stuttgart.de.</p>",NA,NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
6506,"{""<b>Mary:</b><em> Arthur took a French course.</em><br><br><b>Lily:</b>"":""<em>No, he didn't take a French course.</em><br> <br> Please choose the response by Lily that sounds best to you.""}",survey-multi-choice,3,21708,0.0-2.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
14394,"{""<b>Steven:</b> <em> Patricia confessed that Dustin lost his key.</em><br><br><b>Ken:</b>"":""<em>Yes, but he didn't lose his key.</em>""}",survey-multi-choice,4,36104,0.0-3.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
7305,"{""<b>Oliver:</b> <em> Emma confirmed that Raul cheated on his wife.</em><br><br><b>Vincent:</b>"":""<em>Yes, but he didn't cheat on his wife.</em>""}",survey-multi-choice,5,43412,0.0-4.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
8931,"{""<b>Noah:</b> <em> Sophia knows that Jack saw the murder.</em><br><br><b>Leo:</b>"":""<em>No, he didn't see the murder.</em><br><br>Please choose the response by Leo that sounds best to you.""}",survey-multi-choice,6,52344,0.0-5.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
8910,"{""<b>Charlie:</b> <em> Linda discovered that Danny ate the last cupcake.</em><br><br><b>Dawn:</b>"":""<em>No, he didn't eat the last cupcake.</em>""}",survey-multi-choice,7,61257,0.0-6.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
6030,"{""<b>Bob:</b> <em> The manager reported Ann, who stole the money.</em><br><br><b>Grace:</b>"":""<em>Yes, but she didn't steal the money.</em><br><br>Please choose the response by Grace that sounds best to you.""}",survey-multi-choice,8,67290,0.0-7.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
5769,"{""<b>Robert:</b><em> Betsy has a cat. </em><br><br><b>Maximilian:</b>"":""<em>Yes, and she loves it so much.</em><br> <br> Please choose the response by Maximilian that sounds best to you.""}",survey-multi-choice,9,73061,0.0-8.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
6481,"{""<b>Clare:</b> <em> Tony is right that Lucy broke the plate.</em><br><br><b>Isabel:</b>"":""<em>No, she didn't break the plate.</em><br><br>Please choose the response by Isabel that sounds best to you.""}",survey-multi-choice,10,79545,0.0-9.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
4474,"{""<b>Nina:</b> <em> Greg, who bought a new car, has a driver's license.</em><br><br><b>Charlotte:</b>"":""<em>No, he didn't buy a new car.</em>""}",survey-multi-choice,11,84021,0.0-10.0,NA,NA,[0],NA,66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
10652,"{""P0_Q0"":null,""age"":""48"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""comments"":""""}",survey,12,94711,0.0-11.0,NA,NA,NA,[],66034ccb-4425-4b5f-ba08-2ff1eac474fc,2024-08-08 14:41:38 CEST
31366,"{""Q0"":""JENNIFER""}",survey-text,0,31374,0.0-0.0-0.0,TRUE,NA,NA,NA,d6e168ea-e635-4718-a0a2-81061818113f,2024-08-08 14:41:57 CEST
1665,0,html-button-response,1,33040,0.0-0.0-3.0-0.0,NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,d6e168ea-e635-4718-a0a2-81061818113f,2024-08-08 14:41:57 CEST
