question_type,workerid,slide_number_in_experiment,trigger_class,block,short_trigger,trigger,content,response,rt,Answer.time_in_minutes
projective,136,47,MC,block2,MC,MC,garage,0,6870,9.105316666666667
projective,136,48,C,block2,hear,hear,mary,0.97,5575,9.105316666666667
projective,136,49,C,block2,demonstrate,demonstrate,emma,0.03,8225,9.105316666666667
projective,136,50,MC,block2,MC,MC,pizza,0,4339,9.105316666666667
projective,136,51,C,block2,pretend,pretend,frank,0,4756,9.105316666666667
projective,136,52,C,block2,suggest,suggest,olivia,0.03,6618,9.105316666666667
projective,136,53,C,block2,be_annoyed,be_annoyed,jayden,1,9915,9.105316666666667
projective,136,54,MC,block2,MC,MC,kids,0,6794,9.105316666666667
projective,136,55,MC,block2,MC,MC,muffins,0.02,4290,9.105316666666667
projective,136,56,C,block2,reveal,reveal,josie,0.6,6318,9.105316666666667
projective,136,57,C,block2,say,say,sophia,0.01,5676,9.105316666666667
projective,137,5,MC,block1,MC,MC,pizza,0.53,14287,25.085283333333333
projective,137,6,C,block1,establish,establish,josie,0.28,6804,25.085283333333333
projective,137,7,C,block1,be_annoyed,be_annoyed,jayden,0.92,7980,25.085283333333333
projective,137,8,C,block1,know,know,jackson,0.84,9448,25.085283333333333
projective,137,9,MC,block1,MC,MC,kids,0.2,5041,25.085283333333333
projective,137,10,C,block1,confirm,confirm,mary,0.84,6398,25.085283333333333
projective,137,11,C,block1,think,think,grace,0.19,6147,25.085283333333333
projective,137,12,MC,block1,MC,MC,garage,0.19,5367,25.085283333333333
projective,137,13,C,block1,reveal,reveal,owen,0.8,4960,25.085283333333333
projective,137,14,C,block1,confess,confess,tony,0.88,4525,25.085283333333333
projective,137,15,C,block1,suggest,suggest,frank,0.54,7802,25.085283333333333
projective,137,16,C,block1,say,say,zoe,0.39,4096,25.085283333333333
projective,137,17,MC,block1,MC,MC,muffins,0.52,7048,25.085283333333333
projective,137,18,MC,block1,MC,MC,ballet,0.34,3246,25.085283333333333
projective,137,19,C,block1,discover,discover,jon,0.89,4423,25.085283333333333
projective,137,20,C,block1,demonstrate,demonstrate,josh,0.87,6074,25.085283333333333
projective,137,21,C,block1,prove,prove,emily,0.74,12180,25.085283333333333
projective,137,22,C,block1,see,see,emma,0.84,5203,25.085283333333333
projective,137,23,C,block1,admit,admit,sophia,0.85,2719,25.085283333333333
projective,137,24,C,block1,pretend,pretend,julian,0.19,5148,25.085283333333333
projective,137,25,C,block1,inform,inform,danny,0.87,1189082,25.085283333333333
projective,137,26,C,block1,hear,hear,isabella,0.79,3567,25.085283333333333
projective,137,27,C,block1,acknowledge,acknowledge,olivia,0.87,3837,25.085283333333333
projective,137,28,C,block1,be_right,be_right,mia,0.86,2949,25.085283333333333
projective,137,29,MC,block1,MC,MC,hat,0.16,3894,25.085283333333333
projective,137,30,C,block1,announce,announce,charley,0.83,3896,25.085283333333333
ai,137,32,MC,block2,MC,MC,muffins,0.94,8312,25.085283333333333
ai,137,33,C,block2,prove,prove,emily,0.1,5958,25.085283333333333
ai,137,34,MC,block2,MC,MC,hat,0.92,3742,25.085283333333333
ai,137,35,C,block2,be_annoyed,be_annoyed,jayden,0.17,6079,25.085283333333333
ai,137,36,C,block2,say,say,zoe,0.86,4066,25.085283333333333
ai,137,37,MC,block2,MC,MC,pizza,0.89,2951,25.085283333333333
ai,137,38,C,block2,see,see,emma,0.16,4006,25.085283333333333
ai,137,39,C,block2,suggest,suggest,frank,0.89,5742,25.085283333333333
ai,137,40,MC,block2,MC,MC,kids,0.9,4463,25.085283333333333
ai,137,41,C,block2,know,know,jackson,0.16,4888,25.085283333333333
ai,137,42,C,block2,establish,establish,josie,0.87,3597,25.085283333333333
ai,137,43,C,block2,hear,hear,isabella,0.11,2600,25.085283333333333
ai,137,44,C,block2,confirm,confirm,mary,0.19,3118,25.085283333333333
ai,137,45,MC,block2,MC,MC,garage,0.86,3837,25.085283333333333
ai,137,46,C,block2,inform,inform,danny,0.11,5965,25.085283333333333
ai,137,47,C,block2,think,think,grace,0.5,8196,25.085283333333333
ai,137,48,C,block2,reveal,reveal,owen,0.06,4159,25.085283333333333
ai,137,49,C,block2,demonstrate,demonstrate,josh,0.1,3838,25.085283333333333
ai,137,50,C,block2,acknowledge,acknowledge,olivia,0.16,3958,25.085283333333333
ai,137,51,MC,block2,MC,MC,ballet,0.91,2877,25.085283333333333
ai,137,52,C,block2,discover,discover,jon,0.22,3006,25.085283333333333
ai,137,53,C,block2,pretend,pretend,julian,0.14,5446,25.085283333333333
ai,137,54,C,block2,be_right,be_right,mia,0.82,6661,25.085283333333333
ai,137,55,C,block2,announce,announce,charley,0.16,8662,25.085283333333333
ai,137,56,C,block2,admit,admit,sophia,0.09,2444,25.085283333333333
ai,137,57,C,block2,confess,confess,tony,0.23,2520,25.085283333333333
projective,138,5,C,block1,acknowledge,acknowledge,jayden,1,20113,7.999133333333333
projective,138,6,C,block1,discover,discover,mia,0.99,6875,7.999133333333333
projective,138,7,C,block1,say,say,isabella,0.28,15649,7.999133333333333
projective,138,8,C,block1,be_right,be_right,tony,0,7929,7.999133333333333
projective,138,9,MC,block1,MC,MC,pizza,0.03,6078,7.999133333333333
projective,138,10,C,block1,suggest,suggest,owen,0.04,7827,7.999133333333333
projective,138,11,C,block1,demonstrate,demonstrate,zoe,0,10070,7.999133333333333
projective,138,12,MC,block1,MC,MC,hat,0.02,5266,7.999133333333333
projective,138,13,C,block1,establish,establish,danny,0.02,6109,7.999133333333333
projective,138,14,C,block1,think,think,julian,0,6625,7.999133333333333
projective,138,15,C,block1,announce,announce,emily,0.15,11673,7.999133333333333
projective,138,16,C,block1,confess,confess,grace,0.05,8984,7.999133333333333
projective,138,17,C,block1,prove,prove,charley,0.09,6991,7.999133333333333
projective,138,18,MC,block1,MC,MC,garage,0.03,5188,7.999133333333333
projective,138,19,C,block1,see,see,olivia,0.04,6866,7.999133333333333
projective,138,20,C,block1,admit,admit,josie,0.83,10048,7.999133333333333
projective,138,21,MC,block1,MC,MC,ballet,0.03,4218,7.999133333333333
projective,138,22,C,block1,confirm,confirm,frank,0.02,6070,7.999133333333333
projective,138,23,C,block1,inform,inform,jon,0.72,7492,7.999133333333333
projective,138,24,C,block1,be_annoyed,be_annoyed,josh,1,8500,7.999133333333333
projective,138,25,MC,block1,MC,MC,muffins,0.02,4389,7.999133333333333
projective,138,26,MC,block1,MC,MC,kids,0.02,4172,7.999133333333333
projective,138,27,C,block1,know,know,mary,0.98,4491,7.999133333333333
projective,138,28,C,block1,reveal,reveal,sophia,0.98,5938,7.999133333333333
projective,138,29,C,block1,pretend,pretend,emma,0.03,7476,7.999133333333333
projective,138,30,C,block1,hear,hear,jackson,0.96,5399,7.999133333333333
ai,138,32,C,block2,be_right,be_right,tony,0.97,10153,7.999133333333333
ai,138,33,C,block2,establish,establish,danny,0.98,9632,7.999133333333333
ai,138,34,C,block2,reveal,reveal,sophia,0.27,9056,7.999133333333333
ai,138,35,C,block2,say,say,isabella,0.96,8415,7.999133333333333
ai,138,36,C,block2,think,think,julian,0.12,10148,7.999133333333333
ai,138,37,MC,block2,MC,MC,ballet,0.99,6086,7.999133333333333
ai,138,38,C,block2,suggest,suggest,owen,0.97,9906,7.999133333333333
ai,138,39,MC,block2,MC,MC,kids,0.97,5976,7.999133333333333
ai,138,40,C,block2,acknowledge,acknowledge,jayden,0.11,11032,7.999133333333333
ai,138,41,C,block2,be_annoyed,be_annoyed,josh,0.02,7577,7.999133333333333
ai,138,42,MC,block2,MC,MC,muffins,0.98,3936,7.999133333333333
ai,138,43,C,block2,know,know,mary,0.02,4188,7.999133333333333
ai,138,44,C,block2,see,see,olivia,0.72,9000,7.999133333333333
ai,138,45,C,block2,hear,hear,jackson,0,6820,7.999133333333333
ai,138,46,C,block2,discover,discover,mia,0.02,5596,7.999133333333333
ai,138,47,MC,block2,MC,MC,pizza,0.98,4981,7.999133333333333
ai,138,48,MC,block2,MC,MC,hat,0.98,6953,7.999133333333333
ai,138,49,C,block2,confirm,confirm,frank,0.82,7664,7.999133333333333
ai,138,50,C,block2,admit,admit,josie,0.81,10930,7.999133333333333
ai,138,51,C,block2,inform,inform,jon,0.7,8594,7.999133333333333
ai,138,52,C,block2,announce,announce,emily,0.91,8648,7.999133333333333
ai,138,53,C,block2,confess,confess,grace,0.88,8140,7.999133333333333
ai,138,54,C,block2,demonstrate,demonstrate,zoe,0.8,10625,7.999133333333333
ai,138,55,C,block2,pretend,pretend,emma,0.83,12719,7.999133333333333
ai,138,56,C,block2,prove,prove,charley,0.82,5452,7.999133333333333
ai,138,57,MC,block2,MC,MC,garage,0.98,5898,7.999133333333333
projective,139,5,MC,block1,MC,MC,hat,0.08,8716,9.585733333333334
projective,139,6,C,block1,be_annoyed,be_annoyed,emily,0.98,6667,9.585733333333334
projective,139,7,MC,block1,MC,MC,pizza,0.06,4540,9.585733333333334
projective,139,8,C,block1,think,think,zoe,0.39,24357,9.585733333333334
projective,139,9,C,block1,suggest,suggest,danny,0.36,8202,9.585733333333334
projective,139,10,C,block1,be_right,be_right,mia,0.09,6163,9.585733333333334
projective,139,11,C,block1,demonstrate,demonstrate,josie,0.56,9875,9.585733333333334
projective,139,12,C,block1,hear,hear,mary,1,7329,9.585733333333334
projective,139,13,C,block1,acknowledge,acknowledge,jon,1,6548,9.585733333333334
projective,139,14,C,block1,know,know,julian,1,7093,9.585733333333334
projective,139,15,C,block1,say,say,olivia,0.09,6185,9.585733333333334
projective,139,16,C,block1,announce,announce,tony,0.39,12412,9.585733333333334
projective,139,17,C,block1,see,see,jackson,1,5098,9.585733333333334
projective,139,18,MC,block1,MC,MC,muffins,0.28,2928,9.585733333333334
projective,139,19,C,block1,admit,admit,isabella,0.42,9254,9.585733333333334
projective,139,20,C,block1,establish,establish,josh,0.42,7267,9.585733333333334
projective,139,21,MC,block1,MC,MC,kids,0.11,8149,9.585733333333334
projective,139,22,C,block1,prove,prove,sophia,0.4,6118,9.585733333333334
projective,139,23,MC,block1,MC,MC,garage,0.08,5652,9.585733333333334
projective,139,24,MC,block1,MC,MC,ballet,0.15,4542,9.585733333333334
projective,139,25,C,block1,pretend,pretend,emma,0.08,10546,9.585733333333334
projective,139,26,C,block1,confirm,confirm,frank,0.43,5243,9.585733333333334
projective,139,27,C,block1,reveal,reveal,grace,0.59,8915,9.585733333333334
projective,139,28,C,block1,confess,confess,jayden,0.77,7008,9.585733333333334
projective,139,29,C,block1,inform,inform,owen,1,7130,9.585733333333334
projective,139,30,C,block1,discover,discover,charley,1,6355,9.585733333333334
ai,139,32,C,block2,know,know,julian,0.6,10407,9.585733333333334
ai,139,33,C,block2,hear,hear,mary,0.46,12263,9.585733333333334
ai,139,34,C,block2,see,see,jackson,0.45,11724,9.585733333333334
ai,139,35,C,block2,inform,inform,owen,0.42,4876,9.585733333333334
ai,139,36,C,block2,confess,confess,jayden,0.67,7988,9.585733333333334
ai,139,37,MC,block2,MC,MC,pizza,1,3221,9.585733333333334
ai,139,38,C,block2,admit,admit,isabella,0.5,14180,9.585733333333334
ai,139,39,MC,block2,MC,MC,kids,1,2976,9.585733333333334
ai,139,40,C,block2,reveal,reveal,grace,0.65,8248,9.585733333333334
ai,139,41,C,block2,announce,announce,tony,0.86,7551,9.585733333333334
ai,139,42,MC,block2,MC,MC,ballet,1,3531,9.585733333333334
ai,139,43,MC,block2,MC,MC,hat,1,2935,9.585733333333334
ai,139,44,MC,block2,MC,MC,garage,1,3273,9.585733333333334
ai,139,45,C,block2,acknowledge,acknowledge,jon,0.57,5571,9.585733333333334
ai,139,46,C,block2,suggest,suggest,danny,0.59,7121,9.585733333333334
ai,139,47,C,block2,pretend,pretend,emma,0.4,9781,9.585733333333334
ai,139,48,MC,block2,MC,MC,muffins,1,3258,9.585733333333334
ai,139,49,C,block2,discover,discover,charley,0.55,9804,9.585733333333334
ai,139,50,C,block2,say,say,olivia,0.66,7489,9.585733333333334
ai,139,51,C,block2,be_right,be_right,mia,0.9,6929,9.585733333333334
ai,139,52,C,block2,think,think,zoe,0.18,13742,9.585733333333334
ai,139,53,C,block2,confirm,confirm,frank,0.74,9278,9.585733333333334
ai,139,54,C,block2,demonstrate,demonstrate,josie,0.68,5204,9.585733333333334
ai,139,55,C,block2,establish,establish,josh,0.68,5320,9.585733333333334
ai,139,56,C,block2,be_annoyed,be_annoyed,emily,0,6705,9.585733333333334
ai,139,57,C,block2,prove,prove,sophia,0.58,5767,9.585733333333334
projective,140,5,C,block1,suggest,suggest,olivia,0.88,1596,2.4069
projective,140,6,C,block1,hear,hear,sophia,0.91,1487,2.4069
projective,140,7,C,block1,inform,inform,zoe,0.1,1242,2.4069
projective,140,8,C,block1,admit,admit,emma,0.89,1830,2.4069
projective,140,9,C,block1,prove,prove,josh,0.95,2215,2.4069
projective,140,10,C,block1,be_annoyed,be_annoyed,emily,0.88,1111,2.4069
projective,140,11,C,block1,reveal,reveal,danny,0.09,1351,2.4069
projective,140,12,C,block1,be_right,be_right,jackson,0.89,1202,2.4069
projective,140,13,C,block1,discover,discover,josie,0.88,1213,2.4069
projective,140,14,C,block1,think,think,jon,0.33,1142,2.4069
projective,140,15,C,block1,see,see,isabella,0.89,1488,2.4069
projective,140,16,MC,block1,MC,MC,hat,0.89,1264,2.4069
projective,140,17,C,block1,announce,announce,charley,0.12,1383,2.4069
projective,140,18,C,block1,establish,establish,frank,0.9,1416,2.4069
projective,140,19,MC,block1,MC,MC,pizza,0.92,1888,2.4069
projective,140,20,C,block1,pretend,pretend,tony,0.14,1232,2.4069
projective,140,21,C,block1,confirm,confirm,julian,0.92,1490,2.4069
projective,140,22,C,block1,know,know,mia,0.09,1222,2.4069
projective,140,23,C,block1,say,say,mary,0.95,1480,2.4069
projective,140,24,C,block1,acknowledge,acknowledge,jayden,0.11,1200,2.4069
projective,140,25,MC,block1,MC,MC,garage,0.9,1432,2.4069
projective,140,26,MC,block1,MC,MC,kids,0.91,1447,2.4069
projective,140,27,MC,block1,MC,MC,ballet,0.9,1376,2.4069
projective,140,28,C,block1,demonstrate,demonstrate,owen,0.9,2511,2.4069
projective,140,29,MC,block1,MC,MC,muffins,0.92,1128,2.4069
projective,140,30,C,block1,confess,confess,grace,0.12,1304,2.4069
ai,140,32,C,block2,pretend,pretend,tony,0.93,1591,2.4069
ai,140,33,C,block2,confirm,confirm,julian,0.95,1543,2.4069
ai,140,34,C,block2,prove,prove,josh,0.09,1280,2.4069
ai,140,35,C,block2,see,see,isabella,0.88,5023,2.4069
ai,140,36,MC,block2,MC,MC,hat,0.9,3009,2.4069
ai,140,37,MC,block2,MC,MC,pizza,0.93,3143,2.4069
ai,140,38,C,block2,admit,admit,emma,0.1,1273,2.4069
ai,140,39,C,block2,be_right,be_right,jackson,0.93,2551,2.4069
ai,140,40,MC,block2,MC,MC,garage,0.86,1696,2.4069
ai,140,41,C,block2,suggest,suggest,olivia,0.91,4767,2.4069
ai,140,42,MC,block2,MC,MC,kids,0.92,1272,2.4069
ai,140,43,C,block2,demonstrate,demonstrate,owen,0.1,1296,2.4069
ai,140,44,C,block2,inform,inform,zoe,0.92,1447,2.4069
ai,140,45,MC,block2,MC,MC,ballet,0.94,1559,2.4069
ai,140,46,C,block2,acknowledge,acknowledge,jayden,0.91,1352,2.4069
ai,140,47,C,block2,confess,confess,grace,0.86,1138,2.4069
ai,140,48,C,block2,know,know,mia,0.88,1061,2.4069
ai,140,49,C,block2,discover,discover,josie,0.89,1160,2.4069
ai,140,50,C,block2,say,say,mary,0.97,17549,2.4069
ai,140,51,C,block2,think,think,jon,0.98,1170,2.4069
ai,140,52,C,block2,establish,establish,frank,0.07,1208,2.4069
ai,140,53,C,block2,hear,hear,sophia,0.94,1297,2.4069
ai,140,54,C,block2,be_annoyed,be_annoyed,emily,0.91,1120,2.4069
ai,140,55,C,block2,reveal,reveal,danny,0.94,1319,2.4069
ai,140,56,C,block2,announce,announce,charley,0.93,1177,2.4069
ai,140,57,MC,block2,MC,MC,muffins,0.11,1191,2.4069
projective,141,5,C,block1,reveal,reveal,tony,0.26,18353,11.315083333333334
projective,141,6,C,block1,demonstrate,demonstrate,josh,0.7,15066,11.315083333333334
projective,141,7,C,block1,know,know,mia,0.81,7529,11.315083333333334
projective,141,8,MC,block1,MC,MC,hat,0,12026,11.315083333333334
projective,141,9,C,block1,see,see,josie,0.99,10662,11.315083333333334
projective,141,10,MC,block1,MC,MC,muffins,0.01,9053,11.315083333333334
projective,141,11,C,block1,confirm,confirm,emma,0.52,10559,11.315083333333334
projective,141,12,C,block1,say,say,jon,0.11,7116,11.315083333333334
projective,141,13,C,block1,confess,confess,sophia,0.17,13776,11.315083333333334
projective,141,14,C,block1,establish,establish,frank,0.06,6836,11.315083333333334
projective,141,15,C,block1,hear,hear,isabella,0.76,11010,11.315083333333334
projective,141,16,MC,block1,MC,MC,ballet,0,4702,11.315083333333334
projective,141,17,C,block1,be_annoyed,be_annoyed,mary,0.98,7308,11.315083333333334
projective,141,18,C,block1,announce,announce,zoe,0.74,9139,11.315083333333334
projective,141,19,MC,block1,MC,MC,pizza,0.01,6644,11.315083333333334
projective,141,20,C,block1,prove,prove,jackson,0.02,7386,11.315083333333334
projective,141,21,C,block1,pretend,pretend,grace,0.01,11468,11.315083333333334
projective,141,22,C,block1,be_right,be_right,julian,0.01,5953,11.315083333333334
projective,141,23,C,block1,admit,admit,danny,0.26,11329,11.315083333333334
projective,141,24,C,block1,discover,discover,charley,0.73,6145,11.315083333333334
projective,141,25,C,block1,acknowledge,acknowledge,emily,0,7506,11.315083333333334
projective,141,26,MC,block1,MC,MC,garage,0,7123,11.315083333333334
projective,141,27,C,block1,inform,inform,jayden,0.91,11502,11.315083333333334
projective,141,28,MC,block1,MC,MC,kids,0,5288,11.315083333333334
projective,141,29,C,block1,suggest,suggest,olivia,0.02,9012,11.315083333333334
projective,141,30,C,block1,think,think,owen,0.01,10153,11.315083333333334
ai,141,32,C,block2,hear,hear,isabella,0.02,12073,11.315083333333334
ai,141,33,MC,block2,MC,MC,kids,0.98,7681,11.315083333333334
ai,141,34,C,block2,say,say,jon,0.19,12254,11.315083333333334
ai,141,35,C,block2,see,see,josie,0.03,8564,11.315083333333334
ai,141,36,C,block2,inform,inform,jayden,0.02,6612,11.315083333333334
ai,141,37,C,block2,acknowledge,acknowledge,emily,0.98,7529,11.315083333333334
ai,141,38,C,block2,be_annoyed,be_annoyed,mary,0,5065,11.315083333333334
ai,141,39,C,block2,demonstrate,demonstrate,josh,0.77,11741,11.315083333333334
ai,141,40,MC,block2,MC,MC,ballet,0.98,5449,11.315083333333334
ai,141,41,C,block2,admit,admit,danny,0.98,8938,11.315083333333334
ai,141,42,MC,block2,MC,MC,garage,0.97,5009,11.315083333333334
ai,141,43,C,block2,suggest,suggest,olivia,0.57,36210,11.315083333333334
ai,141,44,C,block2,confirm,confirm,emma,0.98,6399,11.315083333333334
ai,141,45,C,block2,know,know,mia,0.02,6634,11.315083333333334
ai,141,46,C,block2,announce,announce,zoe,0.84,9174,11.315083333333334
ai,141,47,C,block2,confess,confess,sophia,0.88,6237,11.315083333333334
ai,141,48,MC,block2,MC,MC,hat,0.98,5899,11.315083333333334
ai,141,49,C,block2,pretend,pretend,grace,0.01,7234,11.315083333333334
ai,141,50,C,block2,be_right,be_right,julian,1,8659,11.315083333333334
ai,141,51,C,block2,discover,discover,charley,0.02,9669,11.315083333333334
ai,141,52,C,block2,think,think,owen,0.02,5217,11.315083333333334
ai,141,53,MC,block2,MC,MC,pizza,0.98,3603,11.315083333333334
ai,141,54,C,block2,establish,establish,frank,0.98,6076,11.315083333333334
ai,141,55,MC,block2,MC,MC,muffins,0.98,4478,11.315083333333334
ai,141,56,C,block2,reveal,reveal,tony,0.98,4534,11.315083333333334
ai,141,57,C,block2,prove,prove,jackson,0.87,5806,11.315083333333334
projective,142,5,C,block1,confess,confess,tony,0.61,69220,9.710133333333333
projective,142,6,MC,block1,MC,MC,ballet,0.25,7282,9.710133333333333
projective,142,7,C,block1,be_right,be_right,jon,0.24,8220,9.710133333333333
projective,142,8,C,block1,discover,discover,josie,0.66,10414,9.710133333333333
projective,142,9,C,block1,suggest,suggest,grace,0.23,9879,9.710133333333333
projective,142,10,C,block1,establish,establish,owen,0.71,5358,9.710133333333333
projective,142,11,MC,block1,MC,MC,kids,0.12,4871,9.710133333333333
projective,142,12,C,block1,admit,admit,jayden,0.79,9135,9.710133333333333
projective,142,13,MC,block1,MC,MC,hat,0.17,3978,9.710133333333333
projective,142,14,C,block1,inform,inform,sophia,0.83,5575,9.710133333333333
projective,142,15,C,block1,know,know,isabella,0.77,9772,9.710133333333333
projective,142,16,C,block1,acknowledge,acknowledge,julian,0.84,5466,9.710133333333333
projective,142,17,C,block1,say,say,emily,0.33,8143,9.710133333333333
projective,142,18,C,block1,announce,announce,charley,0.71,7920,9.710133333333333
projective,142,19,MC,block1,MC,MC,garage,0.21,5558,9.710133333333333
projective,142,20,MC,block1,MC,MC,muffins,0.14,4018,9.710133333333333
projective,142,21,C,block1,pretend,pretend,frank,0.1,43668,9.710133333333333
projective,142,22,C,block1,prove,prove,olivia,0.77,6568,9.710133333333333
projective,142,23,C,block1,think,think,jackson,0.33,8040,9.710133333333333
projective,142,24,MC,block1,MC,MC,pizza,0.09,3460,9.710133333333333
projective,142,25,C,block1,hear,hear,emma,0.78,7522,9.710133333333333
projective,142,26,C,block1,confirm,confirm,mia,0.82,4248,9.710133333333333
projective,142,27,C,block1,demonstrate,demonstrate,josh,0.77,6506,9.710133333333333
projective,142,28,C,block1,see,see,zoe,0.83,5196,9.710133333333333
projective,142,29,C,block1,reveal,reveal,danny,0.31,12174,9.710133333333333
projective,142,30,C,block1,be_annoyed,be_annoyed,mary,0.92,23272,9.710133333333333
ai,142,32,C,block2,see,see,zoe,0.11,23983,9.710133333333333
ai,142,33,C,block2,suggest,suggest,grace,0.15,14610,9.710133333333333
ai,142,34,C,block2,know,know,isabella,0.07,8072,9.710133333333333
ai,142,35,C,block2,inform,inform,sophia,0.09,9074,9.710133333333333
ai,142,36,C,block2,announce,announce,charley,0.1,5460,9.710133333333333
ai,142,37,C,block2,demonstrate,demonstrate,josh,0.12,7544,9.710133333333333
ai,142,38,C,block2,reveal,reveal,danny,0.08,8708,9.710133333333333
ai,142,39,MC,block2,MC,MC,hat,0.99,8838,9.710133333333333
ai,142,40,MC,block2,MC,MC,garage,1,5506,9.710133333333333
ai,142,41,MC,block2,MC,MC,muffins,0.98,5660,9.710133333333333
ai,142,42,C,block2,hear,hear,emma,0.07,6018,9.710133333333333
ai,142,43,C,block2,establish,establish,owen,0.06,5240,9.710133333333333
ai,142,44,C,block2,acknowledge,acknowledge,julian,0.07,5404,9.710133333333333
ai,142,45,C,block2,admit,admit,jayden,0.05,6180,9.710133333333333
ai,142,46,C,block2,pretend,pretend,frank,0.03,5955,9.710133333333333
ai,142,47,MC,block2,MC,MC,ballet,0.98,3359,9.710133333333333
ai,142,48,MC,block2,MC,MC,kids,0.99,3621,9.710133333333333
ai,142,49,MC,block2,MC,MC,pizza,1,3434,9.710133333333333
ai,142,50,C,block2,confess,confess,tony,0.06,3907,9.710133333333333
ai,142,51,C,block2,say,say,emily,0.62,32423,9.710133333333333
ai,142,52,C,block2,think,think,jackson,0.06,4706,9.710133333333333
ai,142,53,C,block2,confirm,confirm,mia,0.08,3519,9.710133333333333
ai,142,54,C,block2,be_right,be_right,jon,0.64,5126,9.710133333333333
ai,142,55,C,block2,prove,prove,olivia,0.1,3800,9.710133333333333
ai,142,56,C,block2,discover,discover,josie,0.12,4549,9.710133333333333
ai,142,57,C,block2,be_annoyed,be_annoyed,mary,0.01,7583,9.710133333333333
projective,143,5,C,block1,inform,inform,frank,0.83,12799,9.255466666666667
projective,143,6,C,block1,confess,confess,julian,0.88,12521,9.255466666666667
projective,143,7,C,block1,be_right,be_right,charley,0.37,13516,9.255466666666667
projective,143,8,MC,block1,MC,MC,hat,0.28,5843,9.255466666666667
projective,143,9,MC,block1,MC,MC,kids,0.42,9624,9.255466666666667
projective,143,10,C,block1,prove,prove,olivia,0.49,10026,9.255466666666667
projective,143,11,C,block1,demonstrate,demonstrate,emma,0.47,9054,9.255466666666667
projective,143,12,MC,block1,MC,MC,pizza,0.16,6135,9.255466666666667
projective,143,13,MC,block1,MC,MC,ballet,0.09,7253,9.255466666666667
projective,143,14,C,block1,discover,discover,danny,0.88,9618,9.255466666666667
projective,143,15,MC,block1,MC,MC,muffins,0.2,5892,9.255466666666667
projective,143,16,C,block1,acknowledge,acknowledge,jon,0.85,6109,9.255466666666667
projective,143,17,C,block1,establish,establish,zoe,0.78,7350,9.255466666666667
projective,143,18,C,block1,know,know,owen,0.96,6476,9.255466666666667
projective,143,19,C,block1,see,see,sophia,0.96,6036,9.255466666666667
projective,143,20,C,block1,say,say,mary,0.49,7127,9.255466666666667
projective,143,21,C,block1,admit,admit,jayden,0.8,8551,9.255466666666667
projective,143,22,MC,block1,MC,MC,garage,0.25,5501,9.255466666666667
projective,143,23,C,block1,suggest,suggest,josh,0.26,4458,9.255466666666667
projective,143,24,C,block1,be_annoyed,be_annoyed,emily,0.18,5451,9.255466666666667
projective,143,25,C,block1,pretend,pretend,mia,0.31,8730,9.255466666666667
projective,143,26,C,block1,hear,hear,grace,0.95,5640,9.255466666666667
projective,143,27,C,block1,announce,announce,tony,0.72,6177,9.255466666666667
projective,143,28,C,block1,reveal,reveal,jackson,0.97,4495,9.255466666666667
projective,143,29,C,block1,think,think,isabella,0.81,8561,9.255466666666667
projective,143,30,C,block1,confirm,confirm,josie,0.52,9948,9.255466666666667
ai,143,32,C,block2,establish,establish,zoe,0.97,16927,9.255466666666667
ai,143,33,MC,block2,MC,MC,ballet,0.99,6354,9.255466666666667
ai,143,34,C,block2,prove,prove,olivia,0.97,6531,9.255466666666667
ai,143,35,C,block2,reveal,reveal,jackson,0.98,5700,9.255466666666667
ai,143,36,C,block2,demonstrate,demonstrate,emma,0.98,7872,9.255466666666667
ai,143,37,C,block2,suggest,suggest,josh,0.99,9240,9.255466666666667
ai,143,38,C,block2,pretend,pretend,mia,0.99,4687,9.255466666666667
ai,143,39,C,block2,inform,inform,frank,0.54,7837,9.255466666666667
ai,143,40,C,block2,say,say,mary,0.97,5582,9.255466666666667
ai,143,41,MC,block2,MC,MC,muffins,0.99,5572,9.255466666666667
ai,143,42,C,block2,see,see,sophia,0.99,4648,9.255466666666667
ai,143,43,C,block2,admit,admit,jayden,0.9,8431,9.255466666666667
ai,143,44,C,block2,hear,hear,grace,0.98,7169,9.255466666666667
ai,143,45,MC,block2,MC,MC,garage,0.99,8824,9.255466666666667
ai,143,46,MC,block2,MC,MC,pizza,0.97,5432,9.255466666666667
ai,143,47,C,block2,know,know,owen,0.28,18835,9.255466666666667
ai,143,48,C,block2,confess,confess,julian,0.31,6888,9.255466666666667
ai,143,49,C,block2,be_right,be_right,charley,0.97,19592,9.255466666666667
ai,143,50,C,block2,confirm,confirm,josie,0.87,32262,9.255466666666667
ai,143,51,MC,block2,MC,MC,hat,0.98,17686,9.255466666666667
ai,143,52,C,block2,discover,discover,danny,0.4,12450,9.255466666666667
ai,143,53,C,block2,acknowledge,acknowledge,jon,0.37,5593,9.255466666666667
ai,143,54,MC,block2,MC,MC,kids,0.96,5851,9.255466666666667
ai,143,55,C,block2,be_annoyed,be_annoyed,emily,0.14,27725,9.255466666666667
ai,143,56,C,block2,announce,announce,tony,0.95,8113,9.255466666666667
ai,143,57,C,block2,think,think,isabella,0.19,7506,9.255466666666667
projective,144,5,MC,block1,MC,MC,kids,0,5294,21.190966666666668
projective,144,6,C,block1,acknowledge,acknowledge,grace,0.98,9885,21.190966666666668
projective,144,7,C,block1,reveal,reveal,frank,0.93,7389,21.190966666666668
